Ticker,TickerType,Company,Traded,Transaction,Trade_Size_USD,Status,Subholding,Description,Name,BioGuideID,Filed,Party,District,Chamber,Comments,Quiver_Upload_Time,excess_return,State,last_modified
ICOR2,,SOCORRO TEX INDPT SCH DIST,2019-07-25,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-08-20,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING BRANCH TEXINDPT SCH DIST VARRT ULTD TAXSCHOOLHOUSE BDS,2019-07-08,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2019-07-24,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING BRANCH TEXINDPT SCH DIST VARRT ULTD TAXSCHOOLHOUSE BDS,2019-06-18,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2019-07-24,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
MTCH1,,NORTH TEX MUN WTRDIST TEX WTR SYS REVREV BDS,2019-05-01,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-06-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
MTCH1,,NORTH TEX MUN WTRDIST TEX WTR SYS REVREV BDS,2019-05-01,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-06-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
1AMT.MI,,AMERICAN TOWER REIT COM,2019-04-01,Sale,"$1,001 - $15,000",,,,Ro Khanna,K000389,2019-05-10,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
1AMT.MI,,AMERICAN TOWER REIT COM,2019-04-01,Sale,"$1,001 - $15,000",,,,Ro Khanna,K000389,2019-05-10,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2019-03-06,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-04-30,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WES2,,"WESTERN GAS EQUITY PARTNERS, 1 CMN",2019-02-22,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2019-03-08,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
WES2,,"WESTERN GAS EQUITY PARTNERS, L CMN",2019-02-22,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2019-03-08,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2019-02-19,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2019-03-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2019-02-19,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2019-03-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2019-02-08,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-03-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2019-02-08,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-03-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2019-02-01,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-03-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2019-02-01,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-03-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
XOM,,EXXON MOBIL CORPORATION,2019-01-25,Sale,"$1,001 - $15,000",NEW,"VANANNE HOLDINGS LLC GP > DAGGER MANAGEMENT LP > LEONIDAS CAPITAL, LP","EXXON MOBIL CORPORATION (XOM), STRIKE PRICE OF $ 76, EXP 03/08/2019, CALL OPTION",Nicholas Van Taylor,T000479,2019-02-15,R, TX03,House,,2020-07-26,-82.4008979839009,Texas,2023-11-16
FDC1,,FIRST DATA CORP,2019-01-22,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2019-02-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2019-01-22,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2019-02-25,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2018-10-29,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2018-10-29,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2018-10-24,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2018-10-24,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2018-10-23,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2018-10-23,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PDLB1,,RESIDENTIAL CORP,2018-10-22,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2018-10-22,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PDLB1,,RESIDENTIAL CORP,2018-10-19,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2018-10-18,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2018-10-18,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PDLB1,,RESIDENTIAL CORP,2018-10-18,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PDLB1,,RESIDENTIAL CORP,2018-10-15,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PDLB1,,RESIDENTIAL CORP,2018-10-12,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
MSFT,,MICROSOFT CORPORATION,2018-10-12,Sale,"$1,001 - $15,000",NEW,MORGAN STANLEY - PORTFOLIO MANAGEMENT,CALL OPTION; STRIKE PRICE $115; EXPIRES 01/18/2019,Josh Gottheimer,G000583,2018-11-16,D, NJ05,House,,2020-07-26,200.06595469701,New Jersey,2023-11-16
1AMT.MI,,AMERICAN TOWER REIT,2018-10-11,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2018-11-09,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
PDLB1,,RESIDENTIAL CORP,2018-10-05,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PDLB1,,RESIDENTIAL CORP,2018-10-04,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
GLG2,,GS GQG PARTNERS INTERNATIONAL OPPORTUNITIES FU CLASS P,2018-10-03,Sale,"$15,001 - $50,000",,,,Ro Khanna,K000389,2018-11-09,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
GLG2,,GS GQG PARTNERS INTERNATIONAL OPPORTUNITIES FU CLASS P,2018-10-03,Sale,"$250,001 - $500,000",,,,Ro Khanna,K000389,2018-11-09,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
PDLB1,,RESIDENTIAL CORP,2018-10-03,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SINT1,,GS INTERNATIONAL EQUITY INSIGHTS FUND CLASS P,2018-10-03,Sale,"$1,000,001 - $5,000,000",,,,Ro Khanna,K000389,2018-11-09,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
PDLB1,,RESIDENTIAL CORP,2018-10-02,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PDLB1,,RESIDENTIAL CORP,2018-10-01,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING BRANCH TEXINDPT SCH DIST VARRT ULTD TAXSCHOOLHOUSE BDS,2018-09-27,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-10-30,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING BRANCH TEXINDPT SCH DIST VARRT ULTD TAXSCHOOLHOUSE BDS,2018-09-27,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2018-10-30,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING TEX INDPT SCHDIST SCHOOLHOUSE,2018-08-15,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-09-12,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING TEX INDPT SCHDIST SCHOOLHOUSE,2018-08-15,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-09-12,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2018-07-30,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-08-13,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2018-07-30,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2018-08-13,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
1AMT.MI,,AMERICAN TOWER REIT COM,2018-07-27,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2018-08-10,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
SPRI1,,SPRING BRANCH TEXINDPT SCH DIST VARRT ULTD TAXSCHOOLHOUSE BDS A,2018-07-06,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-07-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING BRANCH TEXINDPT SCH DIST VARRT ULTD TAXSCHOOLHOUSE BDS A,2018-06-15,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-07-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TMCI1,,CENTURYLINK INC CMN WWWWWW,2018-05-04,Sale,"$1,001 - $15,000",,,,Ro Khanna,K000389,2018-05-10,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
GLG2,,GS GOG PARTNERS INTERNATIONAL OPPORTUNITIES FU INSTITUTIONAL,2018-03-06,Purchase,"$15,001 - $50,000",,,,Ro Khanna,K000389,2018-04-13,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
GLG2,,GS GOG PARTNERS INTERNATIONAL OPPORTUNITIES FU INSTITUTIONAL,2018-03-06,Purchase,"$250,001 - $500,000",,,,Ro Khanna,K000389,2018-04-13,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TE1,,TE CONNECTIVITY LTD CMAN,2018-02-27,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2018-03-09,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TMCI1,,CENTURYLINK INC CMN.,2018-02-27,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2018-03-09,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
AAPL,,APPLE INC.,2018-02-02,Purchase,"$100,001 - $250,000",NEW,,PURCHASE OF 50 CALL OPTIONS WITH A STRIKE PRICE OF $140 AND AN EXPIRATION DATE OF 9/21/18.,Nancy Pelosi,P000197,2018-02-26,D, CA12,House,,2020-07-26,426.5910163879,California,2023-11-16
AAPL,,APPLE INC.,2018-02-02,Purchase,"$100,001 - $250,000",NEW,,PURCHASE OF 50 CALL OPTIONS WITH A STRIKE PRICE OF $130 AND AN EXPIRATION DATE OF 9/21/18.,Nancy Pelosi,P000197,2018-02-26,D, CA12,House,,2020-07-26,426.5910163879,California,2023-11-16
SPRI1,,SPRING BRANCH TEXINDPT SCH DIST VARRT ULTD TAXSCHOOLHOUSE BDS A,2018-01-17,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-02-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING BRANCH TEXINDPT SCH DIST VARRT ULTD TAXSCHOOLHOUSE BDS A,2018-01-17,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-02-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2018-01-05,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2018-01-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-12-21,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-01-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-12-21,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2018-01-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-12-06,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2018-01-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-12-06,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2018-01-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-12-05,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-01-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TWX1,,TIME WARNER INC. CMN,2017-12-05,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-12-12,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-12-05,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-01-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-12-01,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-01-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-12-01,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2018-01-22,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
PLD1,,PROLOGS INC CMN,2017-11-30,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-12-12,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
KMI1,,KINDER MORGAN INC CMN CLASS P,2017-11-30,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-12-12,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
BARZ1,,BARD CR INC N J CMN,2017-11-30,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-12-12,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TE1,,TE CONNECTIVITY LTD CMN,2017-11-30,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-12-12,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
WFC1,,WELLS FARGO & CO NEW CMN,2017-11-28,Sale,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-12-12,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
SINT1,,GS INTERNATIONAL EQUITY INSIGHTS FUND I,2017-11-28,Purchase,"$1,000,001 - $5,000,000",,,,Ro Khanna,K000389,2017-12-12,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
NWN,,NORTHWEST NATURAL GAS COMPANY,2017-11-21,Sale,"$50,001 - $100,000",NEW,,EXERCISE OF STOCK OPTION SHARES,Earl Blumenauer,B000574,2017-11-28,D, OR03,House,,2020-07-26,-180.243340937855,Oregon,2023-11-16
TX1,,TJX COS INC NEW,2017-11-16,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-12-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-11-16,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-12-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-11-07,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-12-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-11-07,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-12-21,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-11-06,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-10-06,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-11-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
RCM1,,DOW CHEMICAL CO CMN,2017-08-18,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-09-08,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
SPRI1,,SPRING BRANCH TEX INDPT SCH DIST SCHOOLHOUSE -RMKT,2017-08-06,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-09-07,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-07-31,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-09-07,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING BRANCH TEX INDPT SCH DIST SCHOOLHOUSE -RMKT,2017-07-31,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-09-07,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-07-31,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-09-07,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
RCM1,,DOW CHEMICAL CO CMN,2017-07-17,Sale,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-08-10,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
HEN3,,SHENZHOU INTL,2017-07-06,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
44,,RAYTHEON CO CMN,2017-07-05,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-08-10,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
RCM1,,DOW CHEMICAL CO CMN,2017-07-05,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-08-10,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
HEN3,,SHENZHOU INTL,2017-06-28,Sale,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-06-27,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-06-27,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING TEX INDPT SCHDIST SCHOOLHOUSE,2017-06-19,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING TEX INDPT SCHDIST SCHOOLHOUSE,2017-06-19,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2017-06-19,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2017-06-16,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AAPL,,APPLE INC.,2017-06-15,Purchase,"$500,001 - $1,000,000",NEW,,"EXERCISED 100 CALL OPTIONS (10,000 SHARES) EXPIRING 6/16/17 AT A STRIKE PRICE OF $80",Nancy Pelosi,P000197,2017-07-20,D, CA12,House,,2020-07-26,470.030224523292,California,2023-11-16
SPRI1,,SPRING BRANCH TEX INDPT SCH DIST SCHOOLHOUSE -RMKT,2017-06-15,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2017-06-14,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2017-06-13,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2017-06-12,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-07-27,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2017-05-09,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-06-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DNB1,,DUN & BRADSTREET CORP,2017-05-08,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-06-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-05-05,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-06-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-05-05,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-06-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-05-04,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-06-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
WB1,,SCHWAB CHARLES CORP NEW,2017-05-04,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-06-15,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
RCM1,,DOW CHEMICAL CO CMN,2017-05-02,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-06-12,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TE1,,TE CONNECTIVITY LTD CMN,2017-05-02,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-06-12,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TWX1,,TIME WARNER INC. CMN,2017-05-02,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-06-12,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TX1,,TJX COS INC NEW,2017-04-17,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-05-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-04-17,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-05-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AMP1,,MPING C,2017-04-03,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-05-11,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
DG1,,DOLLAR GEN CORP,2017-03-15,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2017-04-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-03-15,Sale,"$100,001 - $250,000",,,,Michael T. McCaul,M001157,2017-04-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING BRANCH TEXINDPT SCH DISTSCHOOLHOUSE -RMKT,2017-03-13,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-04-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
SPRI1,,SPRING BRANCH TEXINDPT SCH DISTSCHOOLHOUSE -RMKT,2017-03-13,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-04-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
AGN1,,ALLERGAN,2017-03-13,Purchase,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-04-13,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
UCI1,,UNICATIONS,2017-03-08,Purchase,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-04-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-03-01,Sale,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-04-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
DG1,,DOLLAR GEN CORP,2017-03-01,Sale,"$1,001 - $15,000",,,,Michael T. McCaul,M001157,2017-04-26,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
BARZ1,,BARD CR INC NJ CMN,2017-02-27,Sale,"$1,001 - $15,000",,,,Ro Khanna,K000389,2017-03-14,D,,House,Handfiled Trade,2025-05-20,,California,2025-05-20
TX1,,TJX COS INC NEW,2017-02-22,Purchase,"$50,001 - $100,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
TX1,,TJX COS INC NEW,2017-02-22,Purchase,"$15,001 - $50,000",,,,Michael T. McCaul,M001157,2017-03-17,R,,House,Handfiled Trade,2025-05-20,,Texas,2025-05-20
